Año	Municipio código	Municipio nombre	Superficie total agricultura ecológica	Superficie calificada agricultura ecológica	Superficie calificada en reconversión	Superficie calificada primer año prácticas	Superficie certificaciones privadas	Superficie sin clasificar
2012	44223	Torre de Arcas	0	0	0	0		
2012	44224	Torre de las Arcas	0	0	0	0		
2012	44225	Torre del Compte	91,96	85,53	0	3,27		
2012	44226	Torrelacárcel	0	0	0	0		
2012	44227	Torre los Negros	292,88	0	292,88	0		
2012	44228	Torremocha de Jiloca	0	0	0	0		
2012	44229	Torres de Albarracín	0	0	0	0		
2012	44230	Torrevelilla	20,7013	17,17	2,86	0		
2012	44231	Torrijas	0	0	0	0		
2012	44232	Torrijo del Campo	0	0	0	0		
2012	44234	Tramacastiel	0	0	0	0		
2012	44235	Tramacastilla	0	0	0	0		
2012	44236	Tronchón	138,27	138,27	0	0		
2012	44237	Urrea de Gaén	0	0	0	0		
2012	44238	Utrillas	0	0	0	0		
2012	44239	Valacloche	0	0	0	0		
2012	44240	Valbona	0	0	0	0		
2012	44241	Valdealgorfa	144,1892	142,0492	1,18	0,96		
2012	44243	Valdecuenca	0	0	0	0		
2012	44244	Valdelinares	0	0	0	0		
2012	44245	Valdeltormo	219,1487	195,8174	9,5613	13,77		
2012	44246	Valderrobres	225,9801	197,1227	17,74	9,5569		
2012	44247	Valjunquera	131,6554	114,5854	1,33	15,74		
2012	44249	Vallecillo (El)	0	0	0	0		
2012	44250	Veguillas de la Sierra	0	0	0	0		
2012	44251	Villafranca del Campo	251,45	234,09	14,04	3,32		
2012	44252	Villahermosa del Campo	2,43	2,43	0	0		
2012	44256	Villanueva del Rebollar de la Sierra	0	0	0	0		
2012	44257	Villar del Cobo	0	0	0	0		
2012	44258	Villar del Salz	0	0	0	0		
2012	44260	Villarluengo	0	0	0	0		
2012	44261	Villarquemado	0	0	0	0		
2012	44262	Villarroya de los Pinares	0	0	0	0		
2012	44263	Villastar	0	0	0	0		
2012	44264	Villel	0	0	0	0		
2012	44265	Vinaceite	139,15	139,15	0	0		
2012	44266	Visiedo	73,89	73,89	0	0		
2012	44267	Vivel del Río Martín	0	0	0	0		
2012	44268	Zoma (La)	0	0	0	0		
2012	50001	Abanto	0	0	0	0		
2012	50002	Acered	43,43	34,18	8,67	0		
2012	50003	Agón	1,18	1,18	0	0		
2012	50004	Aguarón	0	0	0	0		
2012	50005	Aguilón	10,93	10,93	0	0		
2012	50006	Ainzón	6,2	1,3	4,03	0,87		
2012	50007	Aladrén	0	0	0	0		
2012	50008	Alagón	8,1617	0	0	0,5617		
2012	50009	Alarba	4,72	1,32	3,4	0		
2012	50010	Alberite de San Juan	15,54	15,54	0	0		
2012	50011	Albeta	1,12	1,12	0	0		
2012	50012	Alborge	0	0	0	0		
2012	50013	Alcalá de Ebro	0	0	0	0		
2012	50014	Alcalá de Moncayo	9,4	9,4	0	0		
2012	50015	Alconchel de Ariza	0	0	0	0		
2012	50016	Aldehuela de Liestos	0	0	0	0		
2012	50017	Alfajarín	1370,58	343,12	0	41,01		
2012	50018	Alfamén	541,68	523,15	7,14	11,39		
2012	50019	Alforque	57,98	0	0	57,98		
2012	50020	Alhama de Aragón	10,53	10,53	0	0		
2012	50021	Almochuel	618	610,17	0	7,83		
2012	50022	Almolda (La)	196,3544	112,04	82,31	2,0044		
2012	50023	Almonacid de la Cuba	331,175	320,15	11,025	0		
2012	50024	Almonacid de la Sierra	36,05	11,14	24,91	0		
2012	50025	Almunia de Doña Godina (La)	97,25	2,29	49,26	0		
2012	50026	Alpartir	0	0	0	0		
2012	50027	Ambel	7,79	7,79	0	0		
2012	50028	Anento	0	0	0	0		
2012	50029	Aniñón	0	0	0	0		
2012	50030	Añón de Moncayo	77,4	50,1	27,3	0		
2012	50031	Aranda de Moncayo	0	0	0	0		
2012	50032	Arándiga	0	0	0	0		
2012	50033	Ardisa	0	0	0	0		
2012	50034	Ariza	0	0	0	0		
2012	50035	Artieda	0	0	0	0		
2012	50036	Asín	0	0	0	0		
2012	50037	Atea	7,09	1,67	5,42	0		
2012	50038	Ateca	0	0	0	0		
2012	50039	Azuara	677,52	677,52	0	0		
2012	50040	Badules	7,65	0	7,65	0		
2012	50041	Bagüés	0	0	0	0		
2012	50042	Balconchán	8,4755	6,5755	1,51	0		
2012	50043	Bárboles	0	0	0	0		
2012	50044	Bardallur	2,31	2,31	0	0		
2012	50045	Belchite	2273,41	1930,36	145,03	155,19		
2012	50046	Belmonte de Gracián	0	0	0	0		
2012	50047	Berdejo	470,75	470,75	0	0		
2012	50048	Berrueco	0	0	0	0		
2012	50050	Bijuesca	4,87	4,87	0	0		
2012	50051	Biota	8,96	8,96	0	0		
2012	50052	Bisimbre	2,04	0	0	2,04		
2012	50053	Boquiñeni	111,18	107,44	0	3,74		
2012	50054	Bordalba	0	0	0	0		
2012	50055	Borja	973,82	961,81	1,49	8,84		
2012	50056	Botorrita	41,04	41,04	0	0		
2012	50057	Brea de Aragón	0	0	0	0		
2012	50058	Bubierca	0	0	0	0		
2012	50059	Bujaraloz	1888,3728	1742,06	33,04	91,89		
2012	50060	Bulbuente	0	0	0	0		
2012	50061	Bureta	1,39	1,39	0	0		
2012	50062	Burgo de Ebro (El)	0	0	0	0		
2012	50063	Buste (El)	10,71	9,75	0,63	0		
2012	50064	Cabañas de Ebro	0	0	0	0		
2012	50065	Cabolafuente	0	0	0	0		
2012	50066	Cadrete	0	0	0	0		
2012	50067	Calatayud	0	0	0	0		
2012	50068	Calatorao	279,09	226,26	14,34	3,87		
2012	50069	Calcena	0,46	0,31	0	0,15		
2012	50070	Calmarza	0	0	0	0		
2012	50071	Campillo de Aragón	0	0	0	0		
2012	50072	Carenas	0	0	0	0		
2012	50073	Cariñena	339,9673	212,2326	63,7018	64,0329		
2012	50074	Caspe	2576,0871	2179,8741	306,623	61,63		
2012	50075	Castejón de Alarba	3,91	3,11	0,8	0		
2012	50076	Castejón de las Armas	0	0	0	0		
2012	50077	Castejón de Valdejasa	13,24	13,24	0	0		
2012	50078	Castiliscar	246,05	125,03	101,62	13,03		
2012	50079	Cervera de la Cañada	112,76	20,66	0	0		
2012	50080	Cerveruela	0	0	0	0		
2012	50081	Cetina	0	0	0	0		
2012	50082	Cimballa	0	0	0	0		
2012	50083	Cinco Olivas	0	0	0	0		
2012	50084	Clarés de Ribota	0	0	0	0		
2012	50085	Codo	47,11	43,92	0	3,19		
2012	50086	Codos	76,0275	76,0275	0	0		
2012	50087	Contamina	0	0	0	0		
2012	50088	Cosuenda	0	0	0	0		
2012	50089	Cuarte de Huerva	1,76	1,76	0	0		
2012	50090	Cubel	0	0	0	0		
2012	50091	Cuerlas (Las)	0	0	0	0		
2012	50092	Chiprana	63,05	63,05	0	0		
2012	50093	Chodes	0	0	0	0		
2012	50094	Daroca	14,5367	14,3567	0,18	0		
2012	50095	Ejea de los Caballeros	698,64	645,0293	17,9107	35,7		
2012	50096	Embid de Ariza	0	0	0	0		
2012	50098	Encinacorba	21,93	20,28	1,65	0		
2012	50099	Épila	3665,379	3336,6655	66,45	120,1144		
2012	50100	Erla	6,91	6,91	0	0		
2012	50101	Escatrón	634,65	612,68	0	0		
2012	50102	Fabara	173,4819	97,8476	59,0043	10,03		
2012	50104	Farlete	1071,2831	894,1231	135,63	41,53		
2012	50105	Fayón	35,4	11,04	0	20,84		
2012	50106	Fayos (Los)	0	0	0	0		
2012	50107	Figueruelas	5,2	5,2	0	0		
2012	50108	Fombuena	215,49	150,2	65,29	0		
2012	50109	Frago (El)	0	0	0	0		
2012	50110	Frasno (El)	39,02	7,6	0,72	0		
2012	50111	Fréscano	242,03	242,03	0	0		
2012	50113	Fuendejalón	302,0751	291,1451	5,78	4,7		
2012	50114	Fuendetodos	236,19	236,19	0	0		
2012	50115	Fuentes de Ebro	7,08	7,08	0	0		
2012	50116	Fuentes de Jiloca	0	0	0	0		
2012	50117	Gallocanta	0	0	0	0		
2012	50118	Gallur	2,1619	1,6519	0	0		
2012	50119	Gelsa	44,38	0	11,21	33,17		
2012	50120	Godojos	0	0	0	0		
2012	50121	Gotor	0	0	0	0		
2012	50122	Grisel	0	0	0	0		
2012	50123	Grisén	0,65	0	0	0,65		
2012	50124	Herrera de los Navarros	74,24	74,24	0	0		
2012	50125	Ibdes	10,42	10,42	0	0		
2012	50126	Illueca	0,19	0,19	0	0		
2012	50128	Isuerre	0	0	0	0		
2012	50129	Jaraba	0	0	0	0		
2012	50130	Jarque	0	0	0	0		
2012	50131	Jaulín	9,95	9,95	0	0		
2012	50132	Joyosa (La)	0	0	0	0		
2012	50133	Lagata	237,35	200,34	4,01	33		
2012	50134	Langa del Castillo	145,08	0	0	145,08		
2012	50135	Layana	0	0	0	0		
2012	50136	Lécera	2494,3383	2446,23	24,8963	23,212		
2012	50137	Leciñena	359,13	357,82	0	1,31		
2012	50138	Lechón	0	0	0	0		
2012	50139	Letux	232,8368	223,7574	9,0794	0		
2012	50140	Litago	0	0	0	0		
2012	50141	Lituénigo	0	0	0	0		
2012	50142	Lobera de Onsella	0	0	0	0		
2012	50143	Longares	0	0	0	0		
2012	50144	Longás	0	0	0	0		
2012	50146	Lucena de Jalón	16,78	15,58	0	0		
2012	50147	Luceni	0	0	0	0		
2012	50148	Luesia	19,44	0,11	0	19,33		
2012	50149	Luesma	0	0	0	0		
2012	50150	Lumpiaque	556,38	543,95	0,11	11,49		
2012	50151	Luna	15,29	0	0	15,29		
2012	50152	Maella	378,4	303,25	9,25	0		
2012	50153	Magallón	186,55	184,65	1,9	0		
2012	50154	Mainar	0	0	0	0		
2012	50155	Malanquilla	0	0	0	0		
2012	50156	Maleján	0	0	0	0		
2012	50157	Malón	0	0	0	0		
2012	50159	Maluenda	5,53	5,53	0	0		
2012	50160	Mallén	24,0113	22,014	0,2631	1,7342		
2012	50161	Manchones	0	0	0	0		
2012	50162	Mara	6,35	6,35	0	0		
2012	50163	María de Huerva	267,18	247,54	0	0		
2012	50164	Mediana de Aragón	152,65	152,65	0	0		
2012	50165	Mequinenza	105,9222	46,1522	34,88	14,1		
2012	50166	Mesones de Isuela	38,93	38,93	0	0		
2012	50167	Mezalocha	0,52	0,52	0	0		
2012	50168	Mianos	0	0	0	0		
2012	50169	Miedes de Aragón	96,42	44,81	46,07	5,42		
2012	50170	Monegrillo	621,88	510,68	107,87	3,33		
2012	50171	Moneva	97,81	97,81	0	0		
2012	50172	Monreal de Ariza	0	0	0	0		
2012	50173	Monterde	0	0	0	0		
2012	50174	Montón	0	0	0	0		
2012	50175	Morata de Jalón	4,72	4,72	0	0		
2012	50176	Morata de Jiloca	0	0	0	0		
2012	50177	Morés	0	0	0	0		
2012	50178	Moros	42,35	42,35	0	0		
2012	50179	Moyuela	0	0	0	0		
2012	50180	Mozota	0	0	0	0		
2012	50181	Muel	152,02	152,02	0	0		
2012	50182	Muela (La)	980,3967	932,7667	2,99	20,66		
2012	50183	Munébrega	29,7666	29,1966	0,57	0		
2012	50184	Murero	5,25	0	5,25	0		
2012	50185	Murillo de Gállego	0	0	0	0		
2012	50186	Navardún	0	0	0	0		
2012	50187	Nigüella	0	0	0	0		
2012	50188	Nombrevilla	0	0	0	0		
2012	50189	Nonaspe	3,965	3,46	0,505	0		
2012	50190	Novallas	0	0	0	0		
2012	50191	Novillas	2,51	2,51	0	0		
2012	50192	Nuévalos	0	0	0	0		
2012	50193	Nuez de Ebro	63,72	0	0	0		
2012	50194	Olvés	0	0	0	0		
2012	50195	Orcajo	0	0	0	0		
2012	50196	Orera	0	0	0	0		
2012	50197	Orés	0	0	0	0		
2012	50198	Oseja	40,49	38,03	0	2,46		
2012	50199	Osera de Ebro	3,36	3,36	0	0		
2012	50200	Paniza	0	0	0	0		
2012	50201	Paracuellos de Jiloca	4,4	4,4	0	0		
2012	50202	Paracuellos de la Ribera	0	0	0	0		
2012	50203	Pastriz	0,998	0,998	0	0		
2012	50204	Pedrola	577,28	510,62	14,26	52,4		
2012	50205	Pedrosas (Las)	0	0	0	0		
2012	50206	Perdiguera	467,9858	325,9558	77,65	64,38		
2012	50207	Piedratajada	0	0	0	0		
2012	50208	Pina de Ebro	744,58	739,4	4,61	0,57		
2012	50209	Pinseque	0	0	0	0		
2012	50210	Pintanos (Los)	0	0	0	0		
2012	50211	Plasencia de Jalón	634,75	633,83	0	0,92		
2012	50212	Pleitas	0	0	0	0		
2012	50213	Plenas	0	0	0	0		
2012	50214	Pomer	0	0	0	0		
2012	50215	Pozuel de Ariza	0	0	0	0		
2012	50216	Pozuelo de Aragón	394,3	380,52	0	13,78		
2012	50217	Pradilla de Ebro	15,65	15,65	0	0		
2012	50218	Puebla de Albortón	1306,78	1181,76	26,57	98,45		
2012	50219	Puebla de Alfindén (La)	0	0	0	0		
2012	50220	Puendeluna	0	0	0	0		
2012	50221	Purujosa	0	0	0	0		
2012	50222	Quinto	0	0	0	0		
2012	50223	Remolinos	0	0	0	0		
2012	50224	Retascón	42,2925	42,2925	0	0		
2012	50225	Ricla	0,45	0,45	0	0		
2012	50227	Romanos	0	0	0	0		
2012	50228	Rueda de Jalón	2482,29	2442,7	1,87	20,6		
2012	50229	Ruesca	0	0	0	0		
2012	50230	Sádaba	33,74	7,8	14,8	11,14		
2012	50231	Salillas de Jalón	0	0	0	0		
2012	50232	Salvatierra de Esca	0	0	0	0		
2012	50233	Samper del Salz	198,08	194,17	0	3,91		
2012	50234	San Martín de la Virgen de Moncayo	0	0	0	0		
2012	50235	San Mateo de Gállego	46,08	9,17	0	0,49		
2012	50236	Santa Cruz de Grío	0	0	0	0		
2012	50237	Santa Cruz de Moncayo	0	0	0	0		
2012	50238	Santa Eulalia de Gállego	0	0	0	0		
2012	50239	Santed	0	0	0	0		
2012	50240	Sástago	774,43	730,61	5,35	37,32		
2012	50241	Saviñán	0	0	0	0		
2012	50242	Sediles	0	0	0	0		
2012	50243	Sestrica	0	0	0	0		
2012	50244	Sierra de Luna	0	0	0	0		
2012	50245	Sigüés	0	0	0	0		
2012	50246	Sisamón	0	0	0	0		
2012	50247	Sobradiel	0	0	0	0		
2012	50248	Sos del Rey Católico	441,17	441,17	0	0		
2012	50249	Tabuenca	25,67	8,73	0	16,94		
2012	50250	Talamantes	394,24	185,08	209,16	0		
2012	50251	Tarazona	19,545	14,995	4,34	0		
2012	50252	Tauste	182,9456	130,29	16,2556	6,15		
2012	50253	Terrer	0	0	0	0		
2012	50254	Tierga	0	0	0	0		
2012	50255	Tobed	0	0	0	0		
2012	50256	Torralba de los Frailes	0	0	0	0		
2012	50257	Torralba de Ribota	120,3979	105,92	0	0		
2012	50258	Torralbilla	0,95	0	0	0,95		
2012	50259	Torrehermosa	0	0	0	0		
2012	50260	Torrelapaja	0	0	0	0		
2012	50261	Torrellas	0	0	0	0		
2012	50262	Torres de Berrellén	0	0	0	0		
2012	50263	Torrijo de la Cañada	0	0	0	0		
2012	50264	Tosos	36,15	25,52	10,63	0		
2012	50265	Trasmoz	0	0	0	0		
2012	50266	Trasobares	0,19	0	0	0,19		
2012	50267	Uncastillo	135,54	135,54	0	0		
2012	50268	Undués de Lerda	0	0	0	0		
2012	50269	Urrea de Jalón	17,66	11,75	0	5,91		
2012	50270	Urriés	0	0	0	0		
2012	50271	Used	0	0	0	0		
2012	50272	Utebo	0	0	0	0		
2012	50273	Valdehorna	2,26	0,29	1,97	0		
2012	50274	Val de San Martín	3,11	0,2	2,91	0		
2012	50275	Valmadrid	305,27	304,73	0,3	0		
2012	50276	Valpalmas	0	0	0	0		
2012	50277	Valtorres	0	0	0	0		
2012	50278	Velilla de Ebro	9,48	0	0	9,48		
2012	50279	Velilla de Jiloca	0	0	0	0		
2012	50280	Vera de Moncayo	0	0	0	0		
2012	50281	Vierlas	0	0	0	0		
2012	50282	Vilueña (La)	0	0	0	0		
2012	50283	Villadoz	0	0	0	0		
2012	50284	Villafeliche	0	0	0	0		
2012	50285	Villafranca de Ebro	230,1266	10,6266	0,49	214,88		
2012	50286	Villalba de Perejil	0	0	0	0		
2012	50287	Villalengua	119,65	119,65	0	0		
2012	50288	Villanueva de Gállego	68,51	67,14	1,37	0		
2012	50289	Villanueva de Jiloca	4,5	4,5	0	0		
2012	50290	Villanueva de Huerva	3,32	3,32	0	0		
2012	50291	Villar de los Navarros	68,83	68,75	0,08	0		
2012	50292	Villarreal de Huerva	0	0	0	0		
2012	50293	Villarroya de la Sierra	409,16	408,64	0	0,52		
2012	50294	Villarroya del Campo	0	0	0	0		
2012	50295	Vistabella	0	0	0	0		
2012	50296	Zaida (La)	0	0	0	0		
2012	50297	Zaragoza	1446,451	1189,37	0,75	110,71		
2012	50298	Zuera	965,08	396,19	280,61	288,28		
2012	50901	Biel	5,76	0	0	0		
2012	50902	Marracos	0	0	0	0		
2012	50903	Villamayor de Gállego	0	0	0	0		
2013	22001	Abiego	0	0	0	0		
2013	22002	Abizanda	0	0	0	0		
2013	22003	Adahuesca	18,73	18,73	0	0		
2013	22004	Agüero	0	0	0	0		
2013	22006	Aísa	0	0	0	0		
2013	22007	Albalate de Cinca	88,3389	70,6519	13,987	3,7		
2013	22008	Albalatillo	0	0	0	0		
2013	22009	Albelda	11,8163	9,5763	0	2,24		
2013	22011	Albero Alto	0	0	0	0		
2013	22012	Albero Bajo	6,5	6,5	0	0		
2013	22013	Alberuela de Tubo	0	0	0	0		
2013	22014	Alcalá de Gurrea	0	0	0	0		
2013	22015	Alcalá del Obispo	3,21	0,03	3,18	0		
2013	22016	Alcampell	0	0	0	0		
2013	22017	Alcolea de Cinca	46,08	45,77	0,31	0		
2013	22018	Alcubierre	0	0	0	0		
2013	22019	Alerre	0	0	0	0		
2013	22020	Alfántega	10,26	10,26	0	0		
2013	22021	Almudévar	0	0	0	0		
2013	22022	Almunia de San Juan	28,14	28,14	0	0		
2013	22023	Almuniente	0	0	0	0		
2013	22024	Alquézar	2,03	1,59	0	0,44		
2013	22025	Altorricón	0	0	0	0		
2013	22027	Angüés	0	0	0	0		
2013	22028	Ansó	0	0	0	0		
2013	22029	Antillón	0	0	0	0		
2013	22032	Aragüés del Puerto	0	0	0	0		
2013	22035	Arén	0	0	0	0		
2013	22036	Argavieso	0	0	0	0		
2013	22037	Arguis	0	0	0	0		
2013	22039	Ayerbe	0	0	0	0		
2013	22040	Azanuy-Alins	0	0	0	0		
2013	22041	Azara	0	0	0	0		
2013	22042	Azlor	0	0	0	0		
2013	22043	Baells	0	0	0	0		
2013	22044	Bailo	0	0	0	0		
2013	22045	Baldellou	0	0	0	0		
2013	22046	Ballobar	0,49	0	0	0		
2013	22047	Banastás	0	0	0	0		
2013	22048	Barbastro	67,2291	57,13	9,21	0,8891		
2013	22049	Barbués	0	0	0	0		
2013	22050	Barbuñales	17,71	17,71	0	0		
2013	22051	Bárcabo	0	0	0	0		
2013	22052	Belver de Cinca	0	0	0	0		
2013	22053	Benabarre	0	0	0	0		
2013	22054	Benasque	159,28	159,28	0	0		
2013	22055	Berbegal	0	0	0	0		
2013	22057	Bielsa	0	0	0	0		
2013	22058	Bierge	6,61	0	5,07	1,54		
2013	22059	Biescas	194,164	176,334	17,83	0		
2013	22060	Binaced	35,5627	30,4049	5,1578	0		
2013	22061	Binéfar	0	0	0	0		
2013	22062	Bisaurri	0	0	0	0		
2013	22063	Biscarrués	0	0	0	0		
2013	22064	Blecua y Torres	0	0	0	0		
2013	22066	Boltaña	0	0	0	0		
2013	22067	Bonansa	0	0	0	0		
2013	22068	Borau	0	0	0	0		
2013	22069	Broto	0	0	0	0		
2013	22072	Caldearenas	0	0	0	0		
2013	22074	Campo	0	0	0	0		
2013	22075	Camporrells	0	0	0	0		
2013	22076	Canal de Berdún	0	0	0	0		
2013	22077	Candasnos	25,19	25,19	0	0		
2013	22078	Canfranc	0	0	0	0		
2013	22079	Capdesaso	0	0	0	0		
2013	22080	Capella	0	0	0	0		
2013	22081	Casbas de Huesca	0	0	0	0		
2013	22082	Castejón del Puente	20,29	0	20,29	0		
2013	22083	Castejón de Monegros	1348,29	76,28	0	15,41		
2013	22084	Castejón de Sos	0	0	0	0		
2013	22085	Castelflorite	0	0	0	0		
2013	22086	Castiello de Jaca	0	0	0	0		
2013	22087	Castigaleu	0	0	0	0		
2013	22088	Castillazuelo	94,7	85,7	9	0		
2013	22089	Castillonroy	11,06	9,33	1,73	0		
2013	22090	Colungo	15,79	15,79	0	0		
2013	22094	Chalamera	0,87	0	0	0		
2013	22095	Chía	0	0	0	0		
2013	22096	Chimillas	0	0	0	0		
2013	22099	Esplús	0	0	0	0		
2013	22102	Estada	0	0	0	0		
2013	22103	Estadilla	0	0	0	0		
2013	22105	Estopiñán del Castillo	0	0	0	0		
2013	22106	Fago	0	0	0	0		
2013	22107	Fanlo	0	0	0	0		
2013	22109	Fiscal	0	0	0	0		
2013	22110	Fonz	0	0	0	0		
2013	22111	Foradada del Toscar	0	0	0	0		
2013	22112	Fraga	72,2642	58,5442	0	0		
2013	22113	Fueva (La)	353,59	333,19	20,4	0		
2013	22114	Gistaín	0	0	0	0		
2013	22115	Grado (El)	2,39	2,39	0	0		
2013	22116	Grañén	0	0	0	0		
2013	22117	Graus	0	0	0	0		
2013	22119	Gurrea de Gállego	133,16	132,47	0,69	0		
2013	22122	Hoz de Jaca	0	0	0	0		
2013	22124	Huerto	32,72	29,25	3,47	0		
2013	22125	Huesca	249,6529	54,3429	0	0		
2013	22126	Ibieca	0	0	0	0		
2013	22127	Igriés	0	0	0	0		
2013	22128	Ilche	8,6162	7,7338	0,8824	0		
2013	22129	Isábena	0,64	0	0	0,64		
2013	22130	Jaca	812,5599	0	803,55	9,0099		
2013	22131	Jasa	0	0	0	0		
2013	22133	Labuerda	2,91	2,91	0	0		
2013	22135	Laluenga	30,03	23,82	6,21	0		
2013	22136	Lalueza	0	0	0	0		
2013	22137	Lanaja	0	0	0	0		
2013	22139	Laperdiguera	0	0	0	0		
2013	22141	Lascellas-Ponzano	59,9885	1,26	58,7285	0		
2013	22142	Lascuarre	0	0	0	0		
2013	22143	Laspaúles	0	0	0	0		
2013	22144	Laspuña	0	0	0	0		
2013	22149	Loarre	82,3	82,3	0	0		
2013	22150	Loporzano	0	0	0	0		
2013	22151	Loscorrales	0	0	0	0		
2013	22155	Monesma y Cajigar	0	0	0	0		
2013	22156	Monflorite-Lascasas	0	0	0	0		
2013	22157	Montanuy	0	0	0	0		
2013	22158	Monzón	91,95	81,83	2,49	7,63		
2013	22160	Naval	46,45	28,18	0	0		
2013	22162	Novales	0	0	0	0		
2013	22163	Nueno	0	0	0	0		
2013	22164	Olvena	4,0918	3,9618	0	0,13		
2013	22165	Ontiñena	0	0	0	0		
2013	22167	Osso de Cinca	50,8	49,25	1,55	0		
2013	22168	Palo	35,63	35,63	0	0		
2013	22170	Panticosa	0	0	0	0		
2013	22172	Peñalba	143,74	141,54	2,2	0		
2013	22173	Peñas de Riglos (Las)	0	0	0	0		
2013	22174	Peralta de Alcofea	16,78	8,38	1,98	1,52		
2013	22175	Peralta de Calasanz	0	0	0	0		
2013	22176	Peraltilla	0	0	0	0		
2013	22177	Perarrúa	0	0	0	0		
2013	22178	Pertusa	0	0	0	0		
2013	22181	Piracés	0	0	0	0		
2013	22182	Plan	0	0	0	0		
2013	22184	Poleñino	0	0	0	0		
2013	22186	Pozán de Vero	0,12	0,12	0	0		
2013	22187	Puebla de Castro (La)	0	0	0	0		
2013	22188	Puente de Montañana	0	0	0	0		
2013	22189	Puértolas	0	0	0	0		
2013	22190	Pueyo de Araguás (El)	119,81	119,81	0	0		
2013	22193	Pueyo de Santa Cruz	0	0	0	0		
2013	22195	Quicena	8,78	8,78	0	0		
2013	22197	Robres	0	0	0	0		
2013	22199	Sabiñánigo	11,96	11,96	0	0		
2013	22200	Sahún	0	0	0	0		
2013	22201	Salas Altas	11,92	11,92	0	0		
2013	22202	Salas Bajas	20,1	20,1	0	0		
2013	22203	Salillas	0	0	0	0		
2013	22204	Sallent de Gállego	0	0	0	0		
2013	22205	San Esteban de Litera	16,39	0	16,39	0		
2013	22206	Sangarrén	0	0	0	0		
2013	22207	San Juan de Plan	0	0	0	0		
2013	22208	Santa Cilia	0	0	0	0		
2013	22209	Santa Cruz de la Serós	0	0	0	0		
2013	22212	Santaliestra y San Quílez	0	0	0	0		
2013	22213	Sariñena	175,578	44,9849	1,27	0,1925		
2013	22214	Secastilla	39,72	39,72	0	0		
2013	22215	Seira	0	0	0	0		
2013	22217	Sena	57,43	57,43	0	0		
2013	22218	Senés de Alcubierre	0	0	0	0		
2013	22220	Sesa	0	0	0	0		
2013	22221	Sesué	0	0	0	0		
2013	22222	Siétamo	0	0	0	0		
2013	22223	Sopeira	0	0	0	0		
2013	22225	Tamarite de Litera	32,68	32,35	0,33	0		
2013	22226	Tardienta	195,35	7,88	0	0		
2013	22227	Tella-Sin	0	0	0	0		
2013	22228	Tierz	0	0	0	0		
2013	22229	Tolva	0	0	0	0		
2013	22230	Torla-Ordesa	0	0	0	0		
2013	22232	Torralba de Aragón	164,0533	143,0733	0	20,98		
2013	22233	Torre la Ribera	0	0	0	0		
2013	22234	Torrente de Cinca	0	0	0	0		
2013	22235	Torres de Alcanadre	0	0	0	0		
2013	22236	Torres de Barbués	0	0	0	0		
2013	22239	Tramaced	0	0	0	0		
2013	22242	Valfarta	7,25	7,25	0	0		
2013	22243	Valle de Bardají	3,26	3,26	0	0		
2013	22244	Valle de Lierp	0	0	0	0		
2013	22245	Velilla de Cinca	0	0	0	0		
2013	22246	Beranuy	0	0	0	0		
2013	22247	Viacamp y Litera	0	0	0	0		
2013	22248	Vicién	0	0	0	0		
2013	22249	Villanova	0	0	0	0		
2013	22250	Villanúa	0	0	0	0		
2013	22251	Villanueva de Sigena	21,78	21,78	0	0		
2013	22252	Yebra de Basa	0	0	0	0		
2013	22253	Yésero	0	0	0	0		
2013	22254	Zaidín	14,27	0	14,27	0		
2013	22901	Valle de Hecho	0	0	0	0		
2013	22902	Puente la Reina de Jaca	0	0	0	0		
2013	22903	San Miguel del Cinca	319,56	263,12	56,44	0		
2013	22904	Sotonera (La)	1,6288	0	0	1,6288		
2013	22905	Lupiñén-Ortilla	117,35	0	0	0		
2013	22906	Santa María de Dulcis	4,76	2,61	2,15	0		
2013	22907	Aínsa-Sobrarbe	185,41	181,16	4,25	0		
2013	22908	Hoz y Costeán	329,8529	325,2429	4,61	0		
2013	22909	Vencillón	0	0	0	0		
2013	44001	Ababuj	82,59	0	75,01	7,58		
2013	44002	Abejuela	0	0	0	0		
2013	44003	Aguatón	0	0	0	0		
2013	44004	Aguaviva	0	0	0	0		
2013	44005	Aguilar del Alfambra	0	0	0	0		
2013	44006	Alacón	290,7248	287,6449	3,0799	0		
2013	44007	Alba	0	0	0	0		
2013	44008	Albalate del Arzobispo	297,84	283,72	0	1,71		
2013	44009	Albarracín	1027,54	1023,09	4,45	0		
2013	44010	Albentosa	0	0	0	0		
2013	44011	Alcaine	0	0	0	0		
2013	44012	Alcalá de la Selva	0	0	0	0		
2013	44013	Alcañiz	407,4316	262,8716	7,69	136,74		
2013	44014	Alcorisa	14,6	14,53	0	0		
2013	44016	Alfambra	13,17	13,17	0	0		
2013	44017	Aliaga	82,45	82,45	0	0		
2013	44018	Almohaja	0	0	0	0		
2013	44019	Alobras	0	0	0	0		
2013	44020	Alpeñés	0	0	0	0		
2013	44021	Allepuz	0	0	0	0		
2013	44022	Alloza	10,77	10,77	0	0		
2013	44023	Allueva	0	0	0	0		
2013	44024	Anadón	0	0	0	0		
2013	44025	Andorra	25,77	25,77	0	0		
2013	44026	Arcos de las Salinas	0	0	0	0		
2013	44027	Arens de Lledó	120,8275	120,8275	0	0		
2013	44028	Argente	0	0	0	0		
2013	44029	Ariño	9,33	9,33	0	0		
2013	44031	Azaila	534,49	507,43	0	27,06		
