Mes y año	Mes (código)	Mes nombre	Año	Sector código	Sector descripción	Sexo	Número de contratos	CCAA nombre
Septiembre 2009	200909	Septiembre	2009	3	Construcción	Mujeres	191	Aragón
Septiembre 2009	200909	Septiembre	2009	4	Servicios	Hombres	11332	Aragón
Septiembre 2009	200909	Septiembre	2009	4	Servicios	Mujeres	15682	Aragón
Agosto 2009	200908	Agosto	2009	1	Agricultura, ganadería y pesca	Hombres	3699	Aragón
Agosto 2009	200908	Agosto	2009	1	Agricultura, ganadería y pesca	Mujeres	1211	Aragón
Agosto 2009	200908	Agosto	2009	2	Industria y energía	Hombres	1220	Aragón
Agosto 2009	200908	Agosto	2009	2	Industria y energía	Mujeres	737	Aragón
Agosto 2009	200908	Agosto	2009	3	Construcción	Hombres	2563	Aragón
Agosto 2009	200908	Agosto	2009	3	Construcción	Mujeres	114	Aragón
Agosto 2009	200908	Agosto	2009	4	Servicios	Hombres	8112	Aragón
Agosto 2009	200908	Agosto	2009	4	Servicios	Mujeres	9940	Aragón
Julio 2009	200907	Julio	2009	1	Agricultura, ganadería y pesca	Hombres	2735	Aragón
Julio 2009	200907	Julio	2009	1	Agricultura, ganadería y pesca	Mujeres	1081	Aragón
Julio 2009	200907	Julio	2009	2	Industria y energía	Hombres	1971	Aragón
Julio 2009	200907	Julio	2009	2	Industria y energía	Mujeres	972	Aragón
Julio 2009	200907	Julio	2009	3	Construcción	Hombres	3614	Aragón
Julio 2009	200907	Julio	2009	3	Construcción	Mujeres	222	Aragón
Julio 2009	200907	Julio	2009	4	Servicios	Hombres	12536	Aragón
Julio 2009	200907	Julio	2009	4	Servicios	Mujeres	15597	Aragón
Junio 2009	200906	Junio	2009	1	Agricultura, ganadería y pesca	Hombres	4476	Aragón
Junio 2009	200906	Junio	2009	1	Agricultura, ganadería y pesca	Mujeres	2043	Aragón
Junio 2009	200906	Junio	2009	2	Industria y energía	Hombres	2088	Aragón
Junio 2009	200906	Junio	2009	2	Industria y energía	Mujeres	828	Aragón
Junio 2009	200906	Junio	2009	3	Construcción	Hombres	3544	Aragón
Junio 2009	200906	Junio	2009	3	Construcción	Mujeres	229	Aragón
Junio 2009	200906	Junio	2009	4	Servicios	Hombres	11608	Aragón
Junio 2009	200906	Junio	2009	4	Servicios	Mujeres	14844	Aragón
Mayo 2009	200905	Mayo	2009	1	Agricultura, ganadería y pesca	Hombres	5288	Aragón
Mayo 2009	200905	Mayo	2009	1	Agricultura, ganadería y pesca	Mujeres	2179	Aragón
Mayo 2009	200905	Mayo	2009	2	Industria y energía	Hombres	1665	Aragón
Mayo 2009	200905	Mayo	2009	2	Industria y energía	Mujeres	776	Aragón
Mayo 2009	200905	Mayo	2009	3	Construcción	Hombres	3365	Aragón
Mayo 2009	200905	Mayo	2009	3	Construcción	Mujeres	178	Aragón
Mayo 2009	200905	Mayo	2009	4	Servicios	Hombres	8867	Aragón
Mayo 2009	200905	Mayo	2009	4	Servicios	Mujeres	11129	Aragón
Abril 2009	200904	Abril	2009	1	Agricultura, ganadería y pesca	Hombres	2330	Aragón
Abril 2009	200904	Abril	2009	1	Agricultura, ganadería y pesca	Mujeres	619	Aragón
Abril 2009	200904	Abril	2009	2	Industria y energía	Hombres	1461	Aragón
Abril 2009	200904	Abril	2009	2	Industria y energía	Mujeres	583	Aragón
Abril 2009	200904	Abril	2009	3	Construcción	Hombres	2560	Aragón
Abril 2009	200904	Abril	2009	3	Construcción	Mujeres	187	Aragón
Abril 2009	200904	Abril	2009	4	Servicios	Hombres	7348	Aragón
Abril 2009	200904	Abril	2009	4	Servicios	Mujeres	10553	Aragón
Marzo 2009	200903	Marzo	2009	1	Agricultura, ganadería y pesca	Hombres	1359	Aragón
Marzo 2009	200903	Marzo	2009	1	Agricultura, ganadería y pesca	Mujeres	385	Aragón
Marzo 2009	200903	Marzo	2009	2	Industria y energía	Hombres	1432	Aragón
Marzo 2009	200903	Marzo	2009	2	Industria y energía	Mujeres	660	Aragón
Marzo 2009	200903	Marzo	2009	3	Construcción	Hombres	3056	Aragón
Marzo 2009	200903	Marzo	2009	3	Construcción	Mujeres	177	Aragón
Marzo 2009	200903	Marzo	2009	4	Servicios	Hombres	7545	Aragón
Marzo 2009	200903	Marzo	2009	4	Servicios	Mujeres	10905	Aragón
Febrero 2009	200902	Febrero	2009	1	Agricultura, ganadería y pesca	Hombres	1329	Aragón
Febrero 2009	200902	Febrero	2009	1	Agricultura, ganadería y pesca	Mujeres	241	Aragón
Febrero 2009	200902	Febrero	2009	2	Industria y energía	Hombres	1329	Aragón
Febrero 2009	200902	Febrero	2009	2	Industria y energía	Mujeres	518	Aragón
Febrero 2009	200902	Febrero	2009	3	Construcción	Hombres	2952	Aragón
Febrero 2009	200902	Febrero	2009	3	Construcción	Mujeres	190	Aragón
Febrero 2009	200902	Febrero	2009	4	Servicios	Hombres	6743	Aragón
Febrero 2009	200902	Febrero	2009	4	Servicios	Mujeres	10300	Aragón
Enero 2009	200901	Enero	2009	1	Agricultura, ganadería y pesca	Hombres	1126	Aragón
Enero 2009	200901	Enero	2009	1	Agricultura, ganadería y pesca	Mujeres	234	Aragón
Enero 2009	200901	Enero	2009	2	Industria y energía	Hombres	1485	Aragón
Enero 2009	200901	Enero	2009	2	Industria y energía	Mujeres	794	Aragón
Enero 2009	200901	Enero	2009	3	Construcción	Hombres	3100	Aragón
Enero 2009	200901	Enero	2009	3	Construcción	Mujeres	209	Aragón
Enero 2009	200901	Enero	2009	4	Servicios	Hombres	7094	Aragón
Enero 2009	200901	Enero	2009	4	Servicios	Mujeres	11587	Aragón
Diciembre 2008	200812	Diciembre	2008	1	Agricultura, ganadería y pesca	Hombres	1054	Aragón
Diciembre 2008	200812	Diciembre	2008	1	Agricultura, ganadería y pesca	Mujeres	202	Aragón
Diciembre 2008	200812	Diciembre	2008	2	Industria y energía	Hombres	1094	Aragón
Diciembre 2008	200812	Diciembre	2008	2	Industria y energía	Mujeres	544	Aragón
Diciembre 2008	200812	Diciembre	2008	3	Construcción	Hombres	1971	Aragón
Diciembre 2008	200812	Diciembre	2008	3	Construcción	Mujeres	140	Aragón
Diciembre 2008	200812	Diciembre	2008	4	Servicios	Hombres	7335	Aragón
Diciembre 2008	200812	Diciembre	2008	4	Servicios	Mujeres	12437	Aragón
Noviembre 2008	200811	Noviembre	2008	1	Agricultura, ganadería y pesca	Hombres	1443	Aragón
Noviembre 2008	200811	Noviembre	2008	1	Agricultura, ganadería y pesca	Mujeres	278	Aragón
Noviembre 2008	200811	Noviembre	2008	2	Industria y energía	Hombres	1633	Aragón
Noviembre 2008	200811	Noviembre	2008	2	Industria y energía	Mujeres	785	Aragón
Noviembre 2008	200811	Noviembre	2008	3	Construcción	Hombres	2882	Aragón
Noviembre 2008	200811	Noviembre	2008	3	Construcción	Mujeres	205	Aragón
Noviembre 2008	200811	Noviembre	2008	4	Servicios	Hombres	8118	Aragón
Noviembre 2008	200811	Noviembre	2008	4	Servicios	Mujeres	13386	Aragón
Octubre 2008	200810	Octubre	2008	1	Agricultura, ganadería y pesca	Hombres	2694	Aragón
Octubre 2008	200810	Octubre	2008	1	Agricultura, ganadería y pesca	Mujeres	639	Aragón
Octubre 2008	200810	Octubre	2008	2	Industria y energía	Hombres	2214	Aragón
Octubre 2008	200810	Octubre	2008	2	Industria y energía	Mujeres	1072	Aragón
Octubre 2008	200810	Octubre	2008	3	Construcción	Hombres	3738	Aragón
Octubre 2008	200810	Octubre	2008	3	Construcción	Mujeres	223	Aragón
Octubre 2008	200810	Octubre	2008	4	Servicios	Hombres	11669	Aragón
Octubre 2008	200810	Octubre	2008	4	Servicios	Mujeres	18071	Aragón
Septiembre 2008	200809	Septiembre	2008	1	Agricultura, ganadería y pesca	Hombres	3411	Aragón
Septiembre 2008	200809	Septiembre	2008	1	Agricultura, ganadería y pesca	Mujeres	1034	Aragón
Septiembre 2008	200809	Septiembre	2008	2	Industria y energía	Hombres	2554	Aragón
Septiembre 2008	200809	Septiembre	2008	2	Industria y energía	Mujeres	1328	Aragón
Septiembre 2008	200809	Septiembre	2008	3	Construcción	Hombres	4079	Aragón
Septiembre 2008	200809	Septiembre	2008	3	Construcción	Mujeres	218	Aragón
Septiembre 2008	200809	Septiembre	2008	4	Servicios	Hombres	12562	Aragón
Septiembre 2008	200809	Septiembre	2008	4	Servicios	Mujeres	18799	Aragón
Agosto 2008	200808	Agosto	2008	1	Agricultura, ganadería y pesca	Hombres	2964	Aragón
Agosto 2008	200808	Agosto	2008	1	Agricultura, ganadería y pesca	Mujeres	1159	Aragón
Agosto 2008	200808	Agosto	2008	2	Industria y energía	Hombres	1525	Aragón
Agosto 2008	200808	Agosto	2008	2	Industria y energía	Mujeres	890	Aragón
Agosto 2008	200808	Agosto	2008	3	Construcción	Hombres	2893	Aragón
Agosto 2008	200808	Agosto	2008	3	Construcción	Mujeres	162	Aragón
Agosto 2008	200808	Agosto	2008	4	Servicios	Hombres	9568	Aragón
Agosto 2008	200808	Agosto	2008	4	Servicios	Mujeres	12063	Aragón
Julio 2008	200807	Julio	2008	1	Agricultura, ganadería y pesca	Hombres	2860	Aragón
Julio 2008	200807	Julio	2008	1	Agricultura, ganadería y pesca	Mujeres	1097	Aragón
Julio 2008	200807	Julio	2008	2	Industria y energía	Hombres	2675	Aragón
Julio 2008	200807	Julio	2008	2	Industria y energía	Mujeres	1216	Aragón
Julio 2008	200807	Julio	2008	3	Construcción	Hombres	4514	Aragón
Julio 2008	200807	Julio	2008	3	Construcción	Mujeres	255	Aragón
Julio 2008	200807	Julio	2008	4	Servicios	Hombres	15537	Aragón
Julio 2008	200807	Julio	2008	4	Servicios	Mujeres	20304	Aragón
Junio 2008	200806	Junio	2008	1	Agricultura, ganadería y pesca	Hombres	3995	Aragón
Junio 2008	200806	Junio	2008	1	Agricultura, ganadería y pesca	Mujeres	1551	Aragón
Junio 2008	200806	Junio	2008	2	Industria y energía	Hombres	2538	Aragón
Junio 2008	200806	Junio	2008	2	Industria y energía	Mujeres	1085	Aragón
Junio 2008	200806	Junio	2008	3	Construcción	Hombres	4317	Aragón
Junio 2008	200806	Junio	2008	3	Construcción	Mujeres	310	Aragón
Junio 2008	200806	Junio	2008	4	Servicios	Hombres	14391	Aragón
Junio 2008	200806	Junio	2008	4	Servicios	Mujeres	19786	Aragón
Mayo 2008	200805	Mayo	2008	1	Agricultura, ganadería y pesca	Hombres	5392	Aragón
Mayo 2008	200805	Mayo	2008	1	Agricultura, ganadería y pesca	Mujeres	2208	Aragón
Mayo 2008	200805	Mayo	2008	2	Industria y energía	Hombres	2540	Aragón
Mayo 2008	200805	Mayo	2008	2	Industria y energía	Mujeres	1305	Aragón
Mayo 2008	200805	Mayo	2008	3	Construcción	Hombres	4710	Aragón
Mayo 2008	200805	Mayo	2008	3	Construcción	Mujeres	251	Aragón
Mayo 2008	200805	Mayo	2008	4	Servicios	Hombres	12642	Aragón
Mayo 2008	200805	Mayo	2008	4	Servicios	Mujeres	17163	Aragón
Abril 2008	200804	Abril	2008	1	Agricultura, ganadería y pesca	Hombres	2894	Aragón
Abril 2008	200804	Abril	2008	1	Agricultura, ganadería y pesca	Mujeres	746	Aragón
Abril 2008	200804	Abril	2008	2	Industria y energía	Hombres	2637	Aragón
Abril 2008	200804	Abril	2008	2	Industria y energía	Mujeres	1259	Aragón
Abril 2008	200804	Abril	2008	3	Construcción	Hombres	5470	Aragón
Abril 2008	200804	Abril	2008	3	Construcción	Mujeres	299	Aragón
Abril 2008	200804	Abril	2008	4	Servicios	Hombres	11563	Aragón
Abril 2008	200804	Abril	2008	4	Servicios	Mujeres	15536	Aragón
Marzo 2008	200803	Marzo	2008	1	Agricultura, ganadería y pesca	Hombres	1227	Aragón
Marzo 2008	200803	Marzo	2008	1	Agricultura, ganadería y pesca	Mujeres	252	Aragón
Marzo 2008	200803	Marzo	2008	2	Industria y energía	Hombres	2252	Aragón
Marzo 2008	200803	Marzo	2008	2	Industria y energía	Mujeres	1052	Aragón
Marzo 2008	200803	Marzo	2008	3	Construcción	Hombres	4930	Aragón
Marzo 2008	200803	Marzo	2008	3	Construcción	Mujeres	233	Aragón
Marzo 2008	200803	Marzo	2008	4	Servicios	Hombres	10538	Aragón
Marzo 2008	200803	Marzo	2008	4	Servicios	Mujeres	14001	Aragón
Febrero 2008	200802	Febrero	2008	1	Agricultura, ganadería y pesca	Hombres	1365	Aragón
Febrero 2008	200802	Febrero	2008	1	Agricultura, ganadería y pesca	Mujeres	254	Aragón
Febrero 2008	200802	Febrero	2008	2	Industria y energía	Hombres	2913	Aragón
Febrero 2008	200802	Febrero	2008	2	Industria y energía	Mujeres	1077	Aragón
Febrero 2008	200802	Febrero	2008	3	Construcción	Hombres	6755	Aragón
Febrero 2008	200802	Febrero	2008	3	Construcción	Mujeres	311	Aragón
Febrero 2008	200802	Febrero	2008	4	Servicios	Hombres	11065	Aragón
Febrero 2008	200802	Febrero	2008	4	Servicios	Mujeres	14883	Aragón
Enero 2008	200801	Enero	2008	1	Agricultura, ganadería y pesca	Hombres	1348	Aragón
Enero 2008	200801	Enero	2008	1	Agricultura, ganadería y pesca	Mujeres	341	Aragón
Enero 2008	200801	Enero	2008	2	Industria y energía	Hombres	3214	Aragón
Enero 2008	200801	Enero	2008	2	Industria y energía	Mujeres	1558	Aragón
Enero 2008	200801	Enero	2008	3	Construcción	Hombres	5802	Aragón
Enero 2008	200801	Enero	2008	3	Construcción	Mujeres	318	Aragón
Enero 2008	200801	Enero	2008	4	Servicios	Hombres	12010	Aragón
Enero 2008	200801	Enero	2008	4	Servicios	Mujeres	16302	Aragón
Diciembre 2007	200712	Diciembre	2007	1	Agricultura, ganadería y pesca	Hombres	887	Aragón
Diciembre 2007	200712	Diciembre	2007	1	Agricultura, ganadería y pesca	Mujeres	215	Aragón
Diciembre 2007	200712	Diciembre	2007	2	Industria y energía	Hombres	1747	Aragón
Diciembre 2007	200712	Diciembre	2007	2	Industria y energía	Mujeres	844	Aragón
Diciembre 2007	200712	Diciembre	2007	3	Construcción	Hombres	3427	Aragón
Diciembre 2007	200712	Diciembre	2007	3	Construcción	Mujeres	210	Aragón
Diciembre 2007	200712	Diciembre	2007	4	Servicios	Hombres	9503	Aragón
Diciembre 2007	200712	Diciembre	2007	4	Servicios	Mujeres	13720	Aragón
Noviembre 2007	200711	Noviembre	2007	1	Agricultura, ganadería y pesca	Hombres	1486	Aragón
Noviembre 2007	200711	Noviembre	2007	1	Agricultura, ganadería y pesca	Mujeres	427	Aragón
Noviembre 2007	200711	Noviembre	2007	2	Industria y energía	Hombres	2688	Aragón
Noviembre 2007	200711	Noviembre	2007	2	Industria y energía	Mujeres	1438	Aragón
Noviembre 2007	200711	Noviembre	2007	3	Construcción	Hombres	5863	Aragón
Noviembre 2007	200711	Noviembre	2007	3	Construcción	Mujeres	351	Aragón
Noviembre 2007	200711	Noviembre	2007	4	Servicios	Hombres	11165	Aragón
Noviembre 2007	200711	Noviembre	2007	4	Servicios	Mujeres	16687	Aragón
Octubre 2007	200710	Octubre	2007	1	Agricultura, ganadería y pesca	Hombres	1642	Aragón
Octubre 2007	200710	Octubre	2007	1	Agricultura, ganadería y pesca	Mujeres	532	Aragón
Octubre 2007	200710	Octubre	2007	2	Industria y energía	Hombres	3176	Aragón
Octubre 2007	200710	Octubre	2007	2	Industria y energía	Mujeres	1712	Aragón
Octubre 2007	200710	Octubre	2007	3	Construcción	Hombres	6597	Aragón
Octubre 2007	200710	Octubre	2007	3	Construcción	Mujeres	385	Aragón
Octubre 2007	200710	Octubre	2007	4	Servicios	Hombres	15914	Aragón
Octubre 2007	200710	Octubre	2007	4	Servicios	Mujeres	22131	Aragón
Septiembre 2007	200709	Septiembre	2007	1	Agricultura, ganadería y pesca	Hombres	1807	Aragón
Septiembre 2007	200709	Septiembre	2007	1	Agricultura, ganadería y pesca	Mujeres	612	Aragón
Septiembre 2007	200709	Septiembre	2007	2	Industria y energía	Hombres	3281	Aragón
Septiembre 2007	200709	Septiembre	2007	2	Industria y energía	Mujeres	1739	Aragón
Septiembre 2007	200709	Septiembre	2007	3	Construcción	Hombres	6244	Aragón
Septiembre 2007	200709	Septiembre	2007	3	Construcción	Mujeres	324	Aragón
Septiembre 2007	200709	Septiembre	2007	4	Servicios	Hombres	12858	Aragón
Septiembre 2007	200709	Septiembre	2007	4	Servicios	Mujeres	17976	Aragón
Agosto 2007	200708	Agosto	2007	1	Agricultura, ganadería y pesca	Hombres	2996	Aragón
Agosto 2007	200708	Agosto	2007	1	Agricultura, ganadería y pesca	Mujeres	946	Aragón
Agosto 2007	200708	Agosto	2007	2	Industria y energía	Hombres	2171	Aragón
Agosto 2007	200708	Agosto	2007	2	Industria y energía	Mujeres	1206	Aragón
Agosto 2007	200708	Agosto	2007	3	Construcción	Hombres	4797	Aragón
Agosto 2007	200708	Agosto	2007	3	Construcción	Mujeres	215	Aragón
Agosto 2007	200708	Agosto	2007	4	Servicios	Hombres	10248	Aragón
Agosto 2007	200708	Agosto	2007	4	Servicios	Mujeres	13100	Aragón
Julio 2007	200707	Julio	2007	1	Agricultura, ganadería y pesca	Hombres	2354	Aragón
Julio 2007	200707	Julio	2007	1	Agricultura, ganadería y pesca	Mujeres	897	Aragón
Julio 2007	200707	Julio	2007	2	Industria y energía	Hombres	3146	Aragón
Julio 2007	200707	Julio	2007	2	Industria y energía	Mujeres	1549	Aragón
Julio 2007	200707	Julio	2007	3	Construcción	Hombres	6205	Aragón
Julio 2007	200707	Julio	2007	3	Construcción	Mujeres	372	Aragón
Julio 2007	200707	Julio	2007	4	Servicios	Hombres	14977	Aragón
Julio 2007	200707	Julio	2007	4	Servicios	Mujeres	19971	Aragón
Junio 2007	200706	Junio	2007	1	Agricultura, ganadería y pesca	Hombres	3518	Aragón
Junio 2007	200706	Junio	2007	1	Agricultura, ganadería y pesca	Mujeres	1544	Aragón
Junio 2007	200706	Junio	2007	2	Industria y energía	Hombres	3048	Aragón
Junio 2007	200706	Junio	2007	2	Industria y energía	Mujeres	1411	Aragón
Junio 2007	200706	Junio	2007	3	Construcción	Hombres	6149	Aragón
Junio 2007	200706	Junio	2007	3	Construcción	Mujeres	375	Aragón
Junio 2007	200706	Junio	2007	4	Servicios	Hombres	12959	Aragón
Junio 2007	200706	Junio	2007	4	Servicios	Mujeres	17124	Aragón
Mayo 2007	200705	Mayo	2007	1	Agricultura, ganadería y pesca	Hombres	4705	Aragón
Mayo 2007	200705	Mayo	2007	1	Agricultura, ganadería y pesca	Mujeres	1960	Aragón
Mayo 2007	200705	Mayo	2007	2	Industria y energía	Hombres	3062	Aragón
Mayo 2007	200705	Mayo	2007	2	Industria y energía	Mujeres	1651	Aragón
Mayo 2007	200705	Mayo	2007	3	Construcción	Hombres	6441	Aragón
Mayo 2007	200705	Mayo	2007	3	Construcción	Mujeres	331	Aragón
Mayo 2007	200705	Mayo	2007	4	Servicios	Hombres	12543	Aragón
Mayo 2007	200705	Mayo	2007	4	Servicios	Mujeres	17073	Aragón
Abril 2007	200704	Abril	2007	1	Agricultura, ganadería y pesca	Hombres	1966	Aragón
Abril 2007	200704	Abril	2007	1	Agricultura, ganadería y pesca	Mujeres	360	Aragón
Abril 2007	200704	Abril	2007	2	Industria y energía	Hombres	2452	Aragón
Abril 2007	200704	Abril	2007	2	Industria y energía	Mujeres	1169	Aragón
Abril 2007	200704	Abril	2007	3	Construcción	Hombres	4750	Aragón
Abril 2007	200704	Abril	2007	3	Construcción	Mujeres	300	Aragón
Abril 2007	200704	Abril	2007	4	Servicios	Hombres	10264	Aragón
Abril 2007	200704	Abril	2007	4	Servicios	Mujeres	13858	Aragón
Marzo 2007	200703	Marzo	2007	1	Agricultura, ganadería y pesca	Hombres	1377	Aragón
Marzo 2007	200703	Marzo	2007	1	Agricultura, ganadería y pesca	Mujeres	284	Aragón
Marzo 2007	200703	Marzo	2007	2	Industria y energía	Hombres	2730	Aragón
Marzo 2007	200703	Marzo	2007	2	Industria y energía	Mujeres	1179	Aragón
Marzo 2007	200703	Marzo	2007	3	Construcción	Hombres	6212	Aragón
Marzo 2007	200703	Marzo	2007	3	Construcción	Mujeres	331	Aragón
Marzo 2007	200703	Marzo	2007	4	Servicios	Hombres	11214	Aragón
Marzo 2007	200703	Marzo	2007	4	Servicios	Mujeres	15131	Aragón
Febrero 2007	200702	Febrero	2007	1	Agricultura, ganadería y pesca	Hombres	1161	Aragón
Febrero 2007	200702	Febrero	2007	1	Agricultura, ganadería y pesca	Mujeres	230	Aragón
Febrero 2007	200702	Febrero	2007	2	Industria y energía	Hombres	2757	Aragón
Febrero 2007	200702	Febrero	2007	2	Industria y energía	Mujeres	1293	Aragón
Febrero 2007	200702	Febrero	2007	3	Construcción	Hombres	6001	Aragón
Febrero 2007	200702	Febrero	2007	3	Construcción	Mujeres	292	Aragón
Febrero 2007	200702	Febrero	2007	4	Servicios	Hombres	10518	Aragón
Febrero 2007	200702	Febrero	2007	4	Servicios	Mujeres	14065	Aragón
Enero 2007	200701	Enero	2007	1	Agricultura, ganadería y pesca	Hombres	1128	Aragón
Enero 2007	200701	Enero	2007	1	Agricultura, ganadería y pesca	Mujeres	301	Aragón
Enero 2007	200701	Enero	2007	2	Industria y energía	Hombres	3696	Aragón
Enero 2007	200701	Enero	2007	2	Industria y energía	Mujeres	2080	Aragón
Enero 2007	200701	Enero	2007	3	Construcción	Hombres	6347	Aragón
Enero 2007	200701	Enero	2007	3	Construcción	Mujeres	401	Aragón
Enero 2007	200701	Enero	2007	4	Servicios	Hombres	11822	Aragón
Enero 2007	200701	Enero	2007	4	Servicios	Mujeres	16402	Aragón
Diciembre 2006	200612	Diciembre	2006	1	Agricultura, ganadería y pesca	Hombres	930	Aragón
Diciembre 2006	200612	Diciembre	2006	1	Agricultura, ganadería y pesca	Mujeres	219	Aragón
Diciembre 2006	200612	Diciembre	2006	2	Industria y energía	Hombres	2984	Aragón
Diciembre 2006	200612	Diciembre	2006	2	Industria y energía	Mujeres	1311	Aragón
Diciembre 2006	200612	Diciembre	2006	3	Construcción	Hombres	3908	Aragón
Diciembre 2006	200612	Diciembre	2006	3	Construcción	Mujeres	323	Aragón
Diciembre 2006	200612	Diciembre	2006	4	Servicios	Hombres	10605	Aragón
Diciembre 2006	200612	Diciembre	2006	4	Servicios	Mujeres	15256	Aragón
Noviembre 2006	200611	Noviembre	2006	1	Agricultura, ganadería y pesca	Hombres	1340	Aragón
Noviembre 2006	200611	Noviembre	2006	1	Agricultura, ganadería y pesca	Mujeres	336	Aragón
Noviembre 2006	200611	Noviembre	2006	2	Industria y energía	Hombres	3486	Aragón
Noviembre 2006	200611	Noviembre	2006	2	Industria y energía	Mujeres	1932	Aragón
Noviembre 2006	200611	Noviembre	2006	3	Construcción	Hombres	5590	Aragón
Noviembre 2006	200611	Noviembre	2006	3	Construcción	Mujeres	439	Aragón
Noviembre 2006	200611	Noviembre	2006	4	Servicios	Hombres	12602	Aragón
Noviembre 2006	200611	Noviembre	2006	4	Servicios	Mujeres	17694	Aragón
Octubre 2006	200610	Octubre	2006	1	Agricultura, ganadería y pesca	Hombres	1256	Aragón
Octubre 2006	200610	Octubre	2006	1	Agricultura, ganadería y pesca	Mujeres	392	Aragón
Octubre 2006	200610	Octubre	2006	2	Industria y energía	Hombres	3338	Aragón
Octubre 2006	200610	Octubre	2006	2	Industria y energía	Mujeres	1986	Aragón
Octubre 2006	200610	Octubre	2006	3	Construcción	Hombres	5501	Aragón
Octubre 2006	200610	Octubre	2006	3	Construcción	Mujeres	393	Aragón
Octubre 2006	200610	Octubre	2006	4	Servicios	Hombres	14890	Aragón
Octubre 2006	200610	Octubre	2006	4	Servicios	Mujeres	19901	Aragón
Septiembre 2006	200609	Septiembre	2006	1	Agricultura, ganadería y pesca	Hombres	1716	Aragón
Septiembre 2006	200609	Septiembre	2006	1	Agricultura, ganadería y pesca	Mujeres	362	Aragón
Septiembre 2006	200609	Septiembre	2006	2	Industria y energía	Hombres	3468	Aragón
Septiembre 2006	200609	Septiembre	2006	2	Industria y energía	Mujeres	2032	Aragón
Septiembre 2006	200609	Septiembre	2006	3	Construcción	Hombres	5905	Aragón
Septiembre 2006	200609	Septiembre	2006	3	Construcción	Mujeres	351	Aragón
Septiembre 2006	200609	Septiembre	2006	4	Servicios	Hombres	13001	Aragón
Septiembre 2006	200609	Septiembre	2006	4	Servicios	Mujeres	18301	Aragón
Agosto 2006	200608	Agosto	2006	1	Agricultura, ganadería y pesca	Hombres	3010	Aragón
Agosto 2006	200608	Agosto	2006	1	Agricultura, ganadería y pesca	Mujeres	787	Aragón
Agosto 2006	200608	Agosto	2006	2	Industria y energía	Hombres	2359	Aragón
Agosto 2006	200608	Agosto	2006	2	Industria y energía	Mujeres	1257	Aragón
Agosto 2006	200608	Agosto	2006	3	Construcción	Hombres	4238	Aragón
Agosto 2006	200608	Agosto	2006	3	Construcción	Mujeres	277	Aragón
Agosto 2006	200608	Agosto	2006	4	Servicios	Hombres	11404	Aragón
Agosto 2006	200608	Agosto	2006	4	Servicios	Mujeres	13690	Aragón
Julio 2006	200607	Julio	2006	1	Agricultura, ganadería y pesca	Hombres	2471	Aragón
Julio 2006	200607	Julio	2006	1	Agricultura, ganadería y pesca	Mujeres	792	Aragón
Julio 2006	200607	Julio	2006	2	Industria y energía	Hombres	3421	Aragón
Julio 2006	200607	Julio	2006	2	Industria y energía	Mujeres	1601	Aragón
Julio 2006	200607	Julio	2006	3	Construcción	Hombres	5565	Aragón
Julio 2006	200607	Julio	2006	3	Construcción	Mujeres	444	Aragón
Julio 2006	200607	Julio	2006	4	Servicios	Hombres	15141	Aragón
Julio 2006	200607	Julio	2006	4	Servicios	Mujeres	18677	Aragón
Junio 2006	200606	Junio	2006	1	Agricultura, ganadería y pesca	Hombres	3616	Aragón
Junio 2006	200606	Junio	2006	1	Agricultura, ganadería y pesca	Mujeres	1171	Aragón
Junio 2006	200606	Junio	2006	2	Industria y energía	Hombres	3229	Aragón
Junio 2006	200606	Junio	2006	2	Industria y energía	Mujeres	1565	Aragón
Junio 2006	200606	Junio	2006	3	Construcción	Hombres	5388	Aragón
Junio 2006	200606	Junio	2006	3	Construcción	Mujeres	462	Aragón
Junio 2006	200606	Junio	2006	4	Servicios	Hombres	14177	Aragón
Junio 2006	200606	Junio	2006	4	Servicios	Mujeres	17294	Aragón
Mayo 2006	200605	Mayo	2006	1	Agricultura, ganadería y pesca	Hombres	5473	Aragón
Mayo 2006	200605	Mayo	2006	1	Agricultura, ganadería y pesca	Mujeres	1742	Aragón
Mayo 2006	200605	Mayo	2006	2	Industria y energía	Hombres	3113	Aragón
Mayo 2006	200605	Mayo	2006	2	Industria y energía	Mujeres	1711	Aragón
Mayo 2006	200605	Mayo	2006	3	Construcción	Hombres	5431	Aragón
Mayo 2006	200605	Mayo	2006	3	Construcción	Mujeres	395	Aragón
Mayo 2006	200605	Mayo	2006	4	Servicios	Hombres	13227	Aragón
Mayo 2006	200605	Mayo	2006	4	Servicios	Mujeres	15910	Aragón
Abril 2006	200604	Abril	2006	1	Agricultura, ganadería y pesca	Hombres	1839	Aragón
Abril 2006	200604	Abril	2006	1	Agricultura, ganadería y pesca	Mujeres	359	Aragón
Abril 2006	200604	Abril	2006	2	Industria y energía	Hombres	2379	Aragón
Abril 2006	200604	Abril	2006	2	Industria y energía	Mujeres	1114	Aragón
Abril 2006	200604	Abril	2006	3	Construcción	Hombres	4023	Aragón
Abril 2006	200604	Abril	2006	3	Construcción	Mujeres	308	Aragón
Abril 2006	200604	Abril	2006	4	Servicios	Hombres	9597	Aragón
Abril 2006	200604	Abril	2006	4	Servicios	Mujeres	12706	Aragón
Marzo 2006	200603	Marzo	2006	1	Agricultura, ganadería y pesca	Hombres	1309	Aragón
