Mes y año	Mes (código)	Sexo	UE28-UE27-UE25	UE28	UE27	UE25	Número de contratos	CCAA nombre
Marzo 2013	201303	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	8961	Aragón
Marzo 2013	201303	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	874	Aragón
Marzo 2013	201303	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	135	Aragón
Marzo 2013	201303	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	1236	Aragón
Febrero 2013	201302	Hombres	Españoles	Españoles	Españoles	ESPAÑA	8709	Aragón
Febrero 2013	201302	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	935	Aragón
Febrero 2013	201302	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	146	Aragón
Febrero 2013	201302	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	1815	Aragón
Febrero 2013	201302	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	8250	Aragón
Febrero 2013	201302	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	690	Aragón
Febrero 2013	201302	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	111	Aragón
Febrero 2013	201302	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	1143	Aragón
Enero 2013	201301	Hombres	Españoles	Españoles	Españoles	ESPAÑA	10704	Aragón
Enero 2013	201301	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1119	Aragón
Enero 2013	201301	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	204	Aragón
Enero 2013	201301	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	2051	Aragón
Enero 2013	201301	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	10180	Aragón
Enero 2013	201301	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	867	Aragón
Enero 2013	201301	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	186	Aragón
Enero 2013	201301	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	1260	Aragón
Diciembre 2012	201212	Hombres	Españoles	Españoles	Españoles	ESPAÑA	9368	Aragón
Diciembre 2012	201212	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	837	Aragón
Diciembre 2012	201212	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	158	Aragón
Diciembre 2012	201212	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	1816	Aragón
Diciembre 2012	201212	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	9777	Aragón
Diciembre 2012	201212	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	842	Aragón
Diciembre 2012	201212	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	123	Aragón
Diciembre 2012	201212	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	1248	Aragón
Noviembre 2012	201211	Hombres	Españoles	Españoles	Españoles	ESPAÑA	11101	Aragón
Noviembre 2012	201211	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1181	Aragón
Noviembre 2012	201211	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	168	Aragón
Noviembre 2012	201211	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	2344	Aragón
Noviembre 2012	201211	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	10888	Aragón
Noviembre 2012	201211	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1174	Aragón
Noviembre 2012	201211	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	179	Aragón
Noviembre 2012	201211	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	1390	Aragón
Octubre 2012	201210	Hombres	Españoles	Españoles	Españoles	ESPAÑA	14683	Aragón
Octubre 2012	201210	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1683	Aragón
Octubre 2012	201210	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	246	Aragón
Octubre 2012	201210	Hombres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	RESTO DEL MUNDO	2	Aragón
Octubre 2012	201210	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	2748	Aragón
Octubre 2012	201210	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	14646	Aragón
Octubre 2012	201210	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1637	Aragón
Octubre 2012	201210	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	302	Aragón
Octubre 2012	201210	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	1987	Aragón
Septiembre 2012	201209	Hombres	Españoles	Españoles	Españoles	ESPAÑA	13436	Aragón
Septiembre 2012	201209	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	2136	Aragón
Septiembre 2012	201209	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	279	Aragón
Septiembre 2012	201209	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	4556	Aragón
Septiembre 2012	201209	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	13593	Aragón
Septiembre 2012	201209	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1871	Aragón
Septiembre 2012	201209	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	277	Aragón
Septiembre 2012	201209	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	1894	Aragón
Agosto 2012	201208	Hombres	Españoles	Españoles	Españoles	ESPAÑA	11684	Aragón
Agosto 2012	201208	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	2610	Aragón
Agosto 2012	201208	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	332	Aragón
Agosto 2012	201208	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	4459	Aragón
Agosto 2012	201208	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	10370	Aragón
Agosto 2012	201208	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	2004	Aragón
Agosto 2012	201208	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	286	Aragón
Agosto 2012	201208	Mujeres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	RESTO DEL MUNDO	2	Aragón
Agosto 2012	201208	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	1726	Aragón
Julio 2012	201207	Hombres	Españoles	Españoles	Españoles	ESPAÑA	15139	Aragón
Julio 2012	201207	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	2338	Aragón
Julio 2012	201207	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	381	Aragón
Julio 2012	201207	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	4658	Aragón
Julio 2012	201207	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	15224	Aragón
Julio 2012	201207	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	3145	Aragón
Julio 2012	201207	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	437	Aragón
Julio 2012	201207	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	3060	Aragón
Junio 2012	201206	Hombres	Españoles	Españoles	Españoles	ESPAÑA	13821	Aragón
Junio 2012	201206	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	3029	Aragón
Junio 2012	201206	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	348	Aragón
Junio 2012	201206	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	4774	Aragón
Junio 2012	201206	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	13460	Aragón
Junio 2012	201206	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	3846	Aragón
Junio 2012	201206	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	542	Aragón
Junio 2012	201206	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	2612	Aragón
Mayo 2012	201205	Hombres	Españoles	Españoles	Españoles	ESPAÑA	12851	Aragón
Mayo 2012	201205	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	3448	Aragón
Mayo 2012	201205	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	462	Aragón
Mayo 2012	201205	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	6615	Aragón
Mayo 2012	201205	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	11620	Aragón
Mayo 2012	201205	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	3460	Aragón
Mayo 2012	201205	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	500	Aragón
Mayo 2012	201205	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	2023	Aragón
Abril 2012	201204	Hombres	Españoles	Españoles	Españoles	ESPAÑA	9958	Aragón
Abril 2012	201204	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1370	Aragón
Abril 2012	201204	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	267	Aragón
Abril 2012	201204	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	2521	Aragón
Abril 2012	201204	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	9511	Aragón
Abril 2012	201204	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1233	Aragón
Abril 2012	201204	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	155	Aragón
Abril 2012	201204	Mujeres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	RESTO DEL MUNDO	1	Aragón
Abril 2012	201204	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	1586	Aragón
Marzo 2012	201203	Hombres	Españoles	Españoles	Españoles	ESPAÑA	10410	Aragón
Marzo 2012	201203	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1266	Aragón
Marzo 2012	201203	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	269	Aragón
Marzo 2012	201203	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	2538	Aragón
Marzo 2012	201203	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	10451	Aragón
Marzo 2012	201203	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1086	Aragón
Marzo 2012	201203	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	224	Aragón
Marzo 2012	201203	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	1589	Aragón
Febrero 2012	201202	Hombres	Españoles	Españoles	Españoles	ESPAÑA	10349	Aragón
Febrero 2012	201202	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1092	Aragón
Febrero 2012	201202	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	165	Aragón
Febrero 2012	201202	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	2156	Aragón
Febrero 2012	201202	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	10106	Aragón
Febrero 2012	201202	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	933	Aragón
Febrero 2012	201202	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	159	Aragón
Febrero 2012	201202	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	1452	Aragón
Enero 2012	201201	Hombres	Españoles	Españoles	Españoles	ESPAÑA	10648	Aragón
Enero 2012	201201	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1137	Aragón
Enero 2012	201201	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	272	Aragón
Enero 2012	201201	Hombres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	RESTO DEL MUNDO	1	Aragón
Enero 2012	201201	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	2193	Aragón
Enero 2012	201201	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	10093	Aragón
Enero 2012	201201	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	769	Aragón
Enero 2012	201201	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	180	Aragón
Enero 2012	201201	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	1172	Aragón
Diciembre 2011	201112	Hombres	Españoles	Españoles	Españoles	ESPAÑA	9439	Aragón
Diciembre 2011	201112	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1080	Aragón
Diciembre 2011	201112	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	199	Aragón
Diciembre 2011	201112	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	2091	Aragón
Diciembre 2011	201112	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	10062	Aragón
Diciembre 2011	201112	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	780	Aragón
Diciembre 2011	201112	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	167	Aragón
Diciembre 2011	201112	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	1154	Aragón
Noviembre 2011	201111	Hombres	Españoles	Españoles	Españoles	ESPAÑA	11301	Aragón
Noviembre 2011	201111	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1464	Aragón
Noviembre 2011	201111	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	261	Aragón
Noviembre 2011	201111	Hombres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	RESTO DEL MUNDO	1	Aragón
Noviembre 2011	201111	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	2582	Aragón
Noviembre 2011	201111	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	11123	Aragón
Noviembre 2011	201111	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	979	Aragón
Noviembre 2011	201111	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	185	Aragón
Noviembre 2011	201111	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	1281	Aragón
Octubre 2011	201110	Hombres	Españoles	Españoles	Españoles	ESPAÑA	12918	Aragón
Octubre 2011	201110	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1464	Aragón
Octubre 2011	201110	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	288	Aragón
Octubre 2011	201110	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	2727	Aragón
Octubre 2011	201110	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	13462	Aragón
Octubre 2011	201110	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1043	Aragón
Octubre 2011	201110	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	281	Aragón
Octubre 2011	201110	Mujeres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	RESTO DEL MUNDO	1	Aragón
Octubre 2011	201110	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	1603	Aragón
Septiembre 2011	201109	Hombres	Españoles	Españoles	Españoles	ESPAÑA	14001	Aragón
Septiembre 2011	201109	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	2623	Aragón
Septiembre 2011	201109	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	409	Aragón
Septiembre 2011	201109	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	4386	Aragón
Septiembre 2011	201109	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	14031	Aragón
Septiembre 2011	201109	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1576	Aragón
Septiembre 2011	201109	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	377	Aragón
Septiembre 2011	201109	Mujeres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	RESTO DEL MUNDO	1	Aragón
Septiembre 2011	201109	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	1848	Aragón
Agosto 2011	201108	Hombres	Españoles	Españoles	Españoles	ESPAÑA	12015	Aragón
Agosto 2011	201108	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	2751	Aragón
Agosto 2011	201108	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	397	Aragón
Agosto 2011	201108	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	4629	Aragón
Agosto 2011	201108	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	9838	Aragón
Agosto 2011	201108	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1778	Aragón
Agosto 2011	201108	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	359	Aragón
Agosto 2011	201108	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	1694	Aragón
Julio 2011	201107	Hombres	Españoles	Españoles	Españoles	ESPAÑA	13978	Aragón
Julio 2011	201107	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	2458	Aragón
Julio 2011	201107	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	554	Aragón
Julio 2011	201107	Hombres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	RESTO DEL MUNDO	1	Aragón
Julio 2011	201107	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	4250	Aragón
Julio 2011	201107	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	13397	Aragón
Julio 2011	201107	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	1985	Aragón
Julio 2011	201107	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	452	Aragón
Julio 2011	201107	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	1759	Aragón
Junio 2011	201106	Hombres	Españoles	Españoles	Españoles	ESPAÑA	14252	Aragón
Junio 2011	201106	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	3708	Aragón
Junio 2011	201106	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	476	Aragón
Junio 2011	201106	Hombres	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	RESTO DEL MUNDO	1	Aragón
Junio 2011	201106	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	4963	Aragón
Junio 2011	201106	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	13635	Aragón
Junio 2011	201106	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	2982	Aragón
Junio 2011	201106	Mujeres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	464	Aragón
Junio 2011	201106	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	1786	Aragón
Mayo 2011	201105	Hombres	Españoles	Españoles	Españoles	ESPAÑA	13313	Aragón
Mayo 2011	201105	Hombres	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	3770	Aragón
